text,cleaned1,sentiment,emotion
"Setan dan bala-tentaranya dari kalangan jin&manusia berharap kita berputus asa atas hukum/pengadilan di Indonesia, buzzernya akan terus mendengungkan bahwa tidak/jangan berharap lagi ada keadilan, jangan melawan dan percuma menjadi orang baik, kecuali orang-orang yg ikut menjadi bala tentaranya saja yg akan aman/selamat.

""Dan tidak ada yang berputus asa dari rahmat Tuhan-nya, kecuali orang-orang yang sesat.""
(QS. Al-Hijr: 56)

""Sesungguhnya setan itu tidak ada kekuasaannya atas orang-orang yang beriman dan bertawakal kepada Tuhan mereka.""
""Sesungguhnya kekuasaan-setan hanyalah atas orang-orang yang mengambilnya menjadi pemimpin (wali) dan atas orang-orang yang mempersekutukannya dengan Allah.""
(An-Nahl: 99–100)

Tetap Optimis hukum/pengadilan di Indonesia akan menjadi lebih baik, dan juga bidang/sektor yg lain.
Yakin masih banyak orang baik dan atau yg terus berusaha menjadi pribadi yg lebih baik, yang menginginkan kebaikan/kebenaran ditegakkan 💪

Allah mahakuasa membalikkan keadaan ini bbrp bulan/tahun kedepan. 

Lakukan semampunya/sebaik-baiknya usaha/ikhtiar, Jangan diam, teruslah bersuara melawan kedzoliman.",setan dan balatentaranya dari kalangan jinmanusia berharap kita berputus asa atas hukumpengadilan di indonesia buzzernya akan terus mendengungkan bahwa tidakjangan berharap lagi ada keadilan jangan melawan dan percuma menjadi orang baik kecuali orangorang yang ikut menjadi bala tentaranya saja yang akan amanselamat dan tidak ada yang berputus asa dari rahmat tuhannya kecuali orangorang yang sesat qs alhijr sesungguhnya setan itu tidak ada kekuasaannya atas orangorang yang beriman dan bertawakal kepada tuhan mereka sesungguhnya kekuasaansetan hanyalah atas orangorang yang mengambilnya menjadi pemimpin wali dan atas orangorang yang mempersekutukannya dengan allah annahl tetap optimis hukumpengadilan di indonesia akan menjadi lebih baik dan juga bidangsektor yang lah yakin masih banyak orang baik dan atau yang terus berusaha menjadi pribadi yang lebih baik yang menginginkan kebaikankebenaran ditegakkan allah mahakuasa membalikkan keadaan ini beberapa bulantahun ke depan lakukan semampunyasebaikbaiknya usahaikhtiar jangan diam teruslah bersuara melawan kedzoliman,negative,fear
"Serba salah kalau punya pemimpin salah .. gak di ikuti perintah nya dia atasan yang perintah nya gk boleh di koreksi, di ikutin perintah nya malah terjerumus,, semoga perjuangan pak tom Lembong jadi pelajaran buat bangsa ini kedepan nya.. semoga pak tom Lembong selalu sehat mampu melewati cobaan ini dngan kuat, dan semangat kembali untuk membongkar kebusukan para koruptor..💪💪",serba salah kalau punya pemimpin salah tidak di ikuti perintah nya dia atasan yang perintah nya tidak boleh di koreksi di ikuti perintah nya bahkan terjerumus semoga perjuangan pak tom lembong jadi pelajaran buat bangsa ini ke depan nya semoga pak tom lembong selalu sehat mampu melewati cobaan ini dengan kuat dan semangat kembali untuk membongkar kebusukan para koruptor,negative,sadness
"Putusan hukum ini tidak sama sekali menunjukan keburukan Tom...!! Tidak sama sekali..!! malah makin menggila sy menggagumi beliau!! Pun sebaliknya... makin sesak dada ini menahan rasa marah, emosi dan benci kepada siapapun yg dengan segala kerakusannya melakukan hal keji macam ini!! Lebih baik melepaskan 100 orang bersalah dr pada 1 orang tak bersalah kalian tahan..!!
MEMALUKAN Sekali kalian ini...!! (Penjahat peradilan...)",putusan hukum ini tidak sama sekali menunjukkan keburukan tom tidak sama sekali bahkan makin menggila saya menggagumi beliau pun sebaliknya makin sesak dada ini menahan rasa marah emosi dan benci kepada siapapun yang dengan segala kerakusannya melakukan hal keji macam ini lebih baik melepaskan orang bersalah dari pada orang tidak bersalah kalian tahan memalukan sekali kalian ini penjahat peradilan,negative,anger
"bila benar itu hukuman sesuai kesalahan, semoga hakim dn jaksa di berkahi hidupnya dunia dan akhirat.tpi bila tdk sesuai dgn kesalahan atau rekayasa sy doakan hakim jaksa Allah laknat hidupnya dunia hingga Akhirat beserta seluruh keluarganya...Aamiin",bila benar itu hukuman sesuai kesalahan semoga hakim dan jaksa di berkahi hidupnya dunia dan akhirattpi bila tidak sesuai dengan kesalahan atau rekayasa saya doakan hakim jaksa allah laknat hidupnya dunia hingga akhirat beserta seluruh keluarganyaaamiin,negative,fear
"Kriminalisasi adalah salah satu cara paling ampuh bagi yang berkuasa untuk menjatuhkan lawannya. Hukum, Kebijakan dan Peraturan (HKP) dibuat oleh manusia sehingga pasti ada cara untuk melemahkan HKP tersebut terutama oleh yang sedang berkuasa baik berkuasa politik, pemerintahan atau harta.",kriminalisasi adalah salah satu cara paling ampuh bagi yang berkuasa untuk menjatuhkan lawannya hukum kebijakan dan peraturan hkp dibuat oleh manusia sehingga pasti ada cara untuk melemahkan hkp tersebut terutama oleh yang sedang berkuasa baik berkuasa politik pemerintahan atau harta,negative,anger
"selalu perasaan utk koruptor hakim nga tega pada hal akibat perbutan tersebut berdampak langsung kepada rakyat kecil merekalah yg menanggung beban berat ini ekonomi merosot bayangin di setiap instansi pasti melakukan korupsi tidak tanggung tanggung ratusan M bahkan ratusan T hukuman koruptor diatas kertas prakteknya hanya dijalani setengah jumlah hukuman sudah bebas, benar benar tidak adil seharusnya dihukum berat, seumur hidup atau hukuman  mati, walawala 😡😡😡😡😡😡",selalu perasaan untuk koruptor hakim tidak tega pada hal akibat perbutan tersebut berdampak langsung kepada rakyat kecil merekalah yang menanggung beban berat ini ekonomi merosot bayangkan di setiap instansi pasti melakukan korupsi tidak tanggung tanggung ratusan sama bahkan ratusan t hukuman koruptor di atas kertas praktiknya hanya dijalani setengah jumlah hukuman sudah bebas benar benar tidak adil seharusnya dihukum berat seumur hidup atau hukuman mati walawala,negative,sadness
"Tetap semangat pak tom, Yang menipu Rakyat dan Negara dan Ijazah palsu lebih pilu lagi,doa kami untuk Pak Tom sehat selalu dlm lindungan Allah SWT 🤲🤲🤲🤲🤲🤲🤲",tetap semangat pak tom yang menipu rakyat dan negara dan ijazah palsu lebih pilu lagi doa kami untuk pak tom sehat selalu dalam lindungan allah subhanahu wa taala,positive,happy
"kasihan,,,itulah kejamnya politik yg lurus dan benar skalipun bisa jadi tumbal kekuasaan maka berhati2lah, tp yakin sj dgn Tuhan yang kuasa smua pasti ada balasnya",kasih itulah kejamnya politik yang lurus dan benar sekalipun bisa jadi tumbal kekuasaan maka berhatilah tapi yakin saja dengan tuhan yang kuasa semua pasti ada balasnya,negative,anger
"Siapa yang menabur akan menuai Pak Tom, sdh mulai dapat teguran dari Allah SWT. Semoga Pak Tom Lembong sabar sehat wal afiat dalam lindungan Allah SWT. Aamiin 🤲",siapa yang menabur akan menuai pak tom sudah mulai dapat teguran dari allah subhanahu wa taala semoga pak tom lembong sabar sehat wah afiat dalam lindungan allah subhanahu wa taala amin,positive,sadness
"اَسْتَغْفِرُ اَللّهَ...
حسبنا الله ونعم الوكيل نعم مول ونعم النصير...
لاحول ولا قوة إلا بالله العلي العظيم...",,UNKNOWN,UNKNOWN
Hukuman yang di paksakan😁,hukuman yang di paksakan,negative,anger
Kenapa Jokowi tidak jadi diperiksa...,kenapa jokowi tidak jadi diperiksa,negative,anger
Ini orang baik jadi korban,ini orang baik jadi korban,negative,anger
Tak jelas penegakan hukum dinegri ini..pecitraannya saja yang besarnya..orang jujur saja bisa disalahkan..orang menyuruh yang dipangil anak kecil saja tau siapa yg salah..tak perlu ada SH atau MA dibelakang namanya..kalau hasilnya tidak jujur..singkirka  politik  dalam menegakan kebenaran.,tidak jelas penegakan hukum di negeri inipecitraannya saja yang besarnyaorang jujur saja bisa disalahkanorang menyuruh yang dipangil anak kecil saja tahu siapa yang salahtak perlu ada sh atau sama di belakang namanyakalau hasilnya tidak jujursingkirka politik dalam menegakkan kebenaran,negative,anger
"Mana yang namanya keadilan sosial bagi seluruh rakyat Indonesia.
Tom Lembong yang cuma pelaksana tugas.
Dan Jokowi yg memerintah kok malah yg disuruh dipenjara.
Sedangkan Jokowi malah bebas enak cengar cengir seperti tak berdosa.
Pak Hakim .Pak jaksa jangan teruskan tindakan busuk ini terus2an jangan salahkan jika KEADILAN DAN HUKUM ITU AKAN BERUBAH MENJADI HUKUM RAKYAT.",mana yang namanya keadilan sosial bagi seluruh rakyat indonesia tom lembong yang cuma pelaksana tugas dan jokowi yang memerintah kok bahkan yang disuruh di penjara sedangkan jokowi bahkan bebas enak cengar cengir seperti tidak berdosa pak hakim pak jaksa jangan teruskan tindakan busuk ini terusan jangan salahkan jika keadilan dan hukum itu akan berubah menjadi hukum rakyat,negative,anger
"MATI SUDAH KEADILAN DINEGARA INI, PENEGAK HUKUM YANG MENJADI WAKIL TUHAN DIDUNIA INI TDK BISA MENJALANKAN HUKUM DENGAN ADIL. 

TOM LEMBONG HANYA MENJALANKAN PERINTAH, SIAPA YANG MEMERINTAH???.... PASTILAH KALIAN SEMUA WAKIL2 TUHAN ITU TAU. TAPI APA YANG KALIAN LAKUKAN. 

INGATLAH, HUKUM ALLAH ITU MAHA ADIL.",mati sudah keadilan di negara ini penegak hukum yang menjadi wakil tuhan di dunia ini tidak bisa menjalankan hukum dengan adil tom lembong hanya menjalankan perintah siapa yang memerintah pastilah kalian semua wakil tuhan itu tahu tapi apa yang kalian lakukan ingatlah hukum allah itu maha adil,negative,anger
"Moga PK tom diberi ketabahan kekuatan mental fisik dohir batinya, serta iman nya, semua kluarga nya, menghadapi, kehidupan, yg kurang adil,dari orang,, yg punya kekuasaan, yang masih,mau mendzolimi, orang yang, berjuang mencari keadilan mewakili rakyat Indonesia, yang lemah hukum, semangat PK tom,",semoga penjahat kelamin tom diberi ketabahan kekuatan mental fisik dohir batinya serta iman nya semua keluarga nya menghadapi kehidupan yang kurang adil dari orang yang punya kekuasaan yang masih mau menzalimi orang yang berjuang mencari keadilan mewakili rakyat indonesia yang lemah hukum semangat penjahat kelamin tom,negative,sadness
Nanti aja pak tom di akhirat pak tom tuntut orang2 yg sdh dzalim ke bapak biar kami kelak akan menjadi saksi nya juga #inshaa_Allah,nanti saja pak tom di akhirat pak tom tuntut orang yang sudah zalim ke bapak biar kami kelak akan menjadi saksi nya juga,negative,anger
Semoga sehat selalu ya pak Tom. Allah  Maha  Adil.,semoga sehat selalu iya pak tom allah maha adil,positive,happy
"Ini kasus ibarat kata "" Guru sekolah hrus tunduk dan patuh perintah muridnya , dgn kata lain semua aturan yg di berikan oleh murid hrs di kerjakan dgn baik oleh Gurunya "" .. Faham ?",ini kasus ibarat kata guru sekolah harus tunduk dan patuh perintah muridnya dengan kata lah semua aturan yang di berikan oleh murid harus di kerjakan dengan baik oleh gurunya paham,negative,sadness
Semoga Pak Tom  selalu sehat sabar ya pak tom semoga Allah cepat mengajap penguasa yg jalim,semoga pak tom selalu sehat sabar iya pak tom semoga allah cepat mengajap penguasa yang jalim,positive,happy
Semoga Allah SWT melaknat Hakim yg tidak adil,semoga allah subhanahu wa taala melaknat hakim yang tidak adil,negative,anger
Semoga sehat dan selalu dlm lindungan Tuhan pak lembong,semoga sehat dan selalu dalam lindungan tuhan pak lembong,positive,happy
"Pak tom Lembong meng inspirasi saya dalam kehidupan,,,
Berikut ini adalah motifasi dari pak tom Lembong

""Ada kepuasan yang tak terukur dalam kata ""cukup"".  Ia bukan sekadar batasan, melainkan sebuah pilihan; pilihan untuk melepaskan diri dari jerat ambisi yang tak berujung.  Bayangkan angka-angka yang membentang luas: jutaan, ratusan juta, milyaran, bahkan trilyunan.  Kekayaan yang demikian besar seringkali hanya menciptakan dahaga yang tak pernah terpuaskan, sebuah lingkaran setan yang terus menerus mengejar lebih, tanpa pernah merasakan cukup.
 
Sebaliknya, ""cukup"" menawarkan kedamaian.  Ia adalah pengakuan atas apa yang telah kita miliki, sebuah penghargaan atas berkat yang telah diberikan.  ""Cukup"" bukanlah tentang kekurangan, melainkan tentang kepuasan; kepuasan atas apa yang telah kita capai, atas hubungan yang telah kita bina, atas hidup yang telah kita jalani.  Ia adalah kunci untuk menemukan keseimbangan dan kebahagiaan sejati, jauh dari hiruk pikuk pengejaran materi yang tak berkesudahan.  Dalam kesederhanaan ""cukup"", kita menemukan kekayaan yang sesungguhnya.",pak tom lembong meng inspirasi saya dalam kehidupan berikut ini adalah motifasi dari pak tom lembong ada kepuasan yang tidak terukur dalam kata cukup ia bukan sekadar batasan melainkan sebuah pilihan pilihan untuk melepaskan diri dari jerat ambisi yang tidak berujung bayangkan angkaangka yang membentang luas jutaan ratusan juta miliar bahkan triliunan kekayaan yang demikian besar seringkali hanya menciptakan dahaga yang tidak pernah terpuaskan sebuah lingkaran setan yang terus menerus mengejar lebih tanpa pernah merasakan cukup sebaliknya cukup menawarkan kedamaian ia adalah pengakuan atas apa yang telah kita miliki sebuah penghargaan atas berkat yang telah diberikan cukup bukanlah tentang kekurangan melainkan tentang kepuasan kepuasan atas apa yang telah kita capai atas hubungan yang telah kita bina atas hidup yang telah kita jalani ia adalah kunci untuk menemukan keseimbangan dan kebahagiaan sejati jauh dari hiruk pikuk pengejaran materi yang tidak berkesudahan dalam kesederhanaan cukup kita menemukan kekayaan yang sesungguhnya,positive,sadness
Bener hakim TDK ada alasan pembenar walau gak menerima TPI dia menugaskan 8 pengusaha distribusi tnpa BUMN yg dipimpin ya itu krgajar kerna pake duit rakyat mencuri uang rakyat..KLO pake duit loe sendiri GK masalah bebas..ini apbn ung negara uang rakyat enak temen loe krgajar juga 500 milyar GK kecil bisa buat makan rakyat miskin jutaan org KLO di Korut bisa ditembak mati semua .rakyat sedih kecewa cma dihukum 4.5 tahun..hadeuw saatnya Indonesia menetapkan hukum mati koruptor kerna pakarnya maling gurunya maling. Maling ayam sja berbulan2 ini cma tahun .ayo Indonesia ku selamatkan negerimu..koruptor BKN dihukum TPI dibasmi belajarlah dari Korut belajarlah dari keluarga juga KLO ada tikus BKN dikurung TPI diracun selamat kluarga begitu juga koruptor hrs dibasmi dihukum gantung biar TDK mengejek rakyat yg ttp miskin dicuri lagi uangnya sok senyum2 sok suci sok gak salah nyalahin org juga .basmi tikus2 ini,benar hakim tidak ada alasan pembenar walau tidak menerima tapi dia menugaskan pengusaha distribusi tanpa badan usaha milik negara yang dipimpin iya itu krgajar karena pakai uang rakyat mencuri uang rakyatklo pakai uang kamu sendiri tidak masalah bebasini anggaran pendapatan dan belanja negara ung negara uang rakyat enak teman kamu krgajar juga milyar tidak kecil bisa buat makan rakyat miskin jutaan orang kalau di korea utara bisa ditembak mati semua rakyat sedih kecewa cuma dihukum tahunhadeuw saatnya indonesia menetapkan hukum mati koruptor karena pakarnya maling gurunya maling maling ayam saja berbulan ini cuma tahun ayo indonesia ku selamatkan negerimukoruptor bukan dihukum tapi dibasmi belajarlah dari korea utara belajarlah dari keluarga juga kalau ada tikus bukan dikurung tapi diracun selamat keluarga begitu juga koruptor harus dibasmi dihukum gantung biar tidak mengejek rakyat yang tetap miskin dicuri lagi uangnya sok senyum sok suci sok tidak salah menyalahkan orang juga basmi tikus ini,negative,anger
"Hiyung-hitunganya  4,5 tahun jadi sampai 2029 otomatis tidak bisa ikut jadi tim sukses Pilpres bila Anies mencalonkan diri kembali.
Mereka sudah mulai mempersiapkan diri untuk 2029 dan menjegal orang2 yg punya potensi mengagaglkan rencana mereka..inilah negara Konoha.",hiyunghitunganya tahun jadi sampai otomatis tidak bisa ikut jadi tim sukses pemilihan presiden bila anies mencalonkan diri kembali mereka sudah mulai mempersiapkan diri untuk dan menjegal orang yang punya potensi mengagaglkan rencana merekainilah negara konoha,negative,anger
semoga beliau sabar menghadapi ujian...selalu dijaga dg do'a² keluarga dan do'a² kita . aamiiinn,semoga beliau sabar menghadapi ujianselalu dijaga dengan doa keluarga dan doa kita aamiiinn,positive,happy
"Stiap Hakim yg mengHukum dg kebiadaban,  pasti dia bersama kluarga n kturunanx  TDK akn pernah tenang, kelak di akhirat wajib disiksa... Dmk juga para jaksa penuntut umum",setiap hakim yang menghukum dengan kebiadaban pasti dia bersama keluarga dan kturunanx tidak akan pernah tenang kelak di akhirat wajib disiksa dmk juga para jaksa penuntut umum,negative,fear
"Ubah kata ""YANG MULIA"" Pada hakim menjadi Yang ""TERHINA"" hakim.. karena sudah tidak pantas dimuliakan tak ubahnya ternak piaraan yang hanya membela yang kasih tulang",ubah kata yang mulia pada hakim menjadi yang terhina hakim karena sudah tidak pantas dimuliakan tidak ubahnya ternak piaraan yang hanya membela yang kasih tulang,negative,sadness
"Padahal gada uang yg dikorupsi. Hanya ttg tugas. Kalau salah, yg ikut bertanggungjawab ya Presiden juga dong. Bukankah menteri itu pembantunya presiden. paling enggak, hadirkan juga dong mantan presidennya biar fear. Padahal koruptor yg nerima uang trilyunan di negeri ini. Tapi gercep banget kalau sama lawan politik.",padahal tidak ada uang yang dikorupsi hanya tentang tugas kalau salah yang ikut bertanggung jawab iya presiden juga dong bukankah menteri itu pembantunya presiden paling tidak hadirkan juga dong mantan presidennya biar fear padahal koruptor yang terima uang triliunan di negeri ini tapi gerak cepat banget kalau sama lawan politik,negative,anger
